Title,Sumary,Sumary Length,Sections Length,Text Length,Word Count,Language Count,Pageviews
Pushpalatha Jagannath,Pushpalatha Jagannath is an Indian politician and the 21st mayor of Mysore between 2019-2020 and a f,119,1,381,64,1,"{'2023-10-24': 1, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 1, '2023-10-28': 1, '2023-10-29': None, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': None, '2023-11-08': 4, '2023-11-09': 2, '2023-11-10': 0, '2023-11-11': None, '2023-11-12': 4, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 7, '2023-11-17': 1, '2023-11-18': None, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': None, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 1, '2023-11-27': 0, '2023-11-28': 0, '2023-11-29': 3, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 1, '2023-12-18': 1, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': 1}"
Hermann Kindle,"Hermann Kindle (born 14 June 1935), is a Liechtensteiner former alpine skier who competed in the 195",150,2,205,32,2,"{'2023-10-24': None, '2023-10-25': 0, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': 1, '2023-10-29': 0, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': 0, '2023-11-02': 1, '2023-11-03': None, '2023-11-04': None, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': 1, '2023-11-08': 1, '2023-11-09': None, '2023-11-10': 1, '2023-11-11': 1, '2023-11-12': 0, '2023-11-13': 2, '2023-11-14': 0, '2023-11-15': 2, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 0, '2023-11-19': 1, '2023-11-20': 0, '2023-11-21': None, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': None, '2023-12-02': 0, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': 1, '2023-12-06': 1, '2023-12-07': 1, '2023-12-08': None, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 2, '2023-12-12': None, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 2, '2023-12-17': 1, '2023-12-18': None, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': 0}"
Frank Gates Allen,"Frank Gates Allen (February 14, 1858 – August 30, 1940) was an American football player and business",1342,1,1449,236,2,"{'2023-10-24': 0, '2023-10-25': 3, '2023-10-26': 3, '2023-10-27': 4, '2023-10-28': 2, '2023-10-29': 2, '2023-10-30': 3, '2023-10-31': 0, '2023-11-01': 3, '2023-11-02': 1, '2023-11-03': None, '2023-11-04': 2, '2023-11-05': 0, '2023-11-06': 1, '2023-11-07': 0, '2023-11-08': 1, '2023-11-09': 1, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': None, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': 1, '2023-11-18': 5, '2023-11-19': 8, '2023-11-20': 0, '2023-11-21': 2, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': 1, '2023-11-28': 1, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 3, '2023-12-03': 1, '2023-12-04': 1, '2023-12-05': 1, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': None, '2023-12-12': 2, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 1, '2023-12-16': 3, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': 1}"
Sleeping with the Enemy (album),Sleeping With the Enemy is the second studio album by American rapper Paris. Released on November 24,803,5,2300,348,1,"{'2023-10-24': 8, '2023-10-25': 19, '2023-10-26': 9, '2023-10-27': 12, '2023-10-28': 8, '2023-10-29': 15, '2023-10-30': 13, '2023-10-31': 10, '2023-11-01': 10, '2023-11-02': 22, '2023-11-03': 11, '2023-11-04': 17, '2023-11-05': 25, '2023-11-06': 11, '2023-11-07': 13, '2023-11-08': 16, '2023-11-09': 7, '2023-11-10': 17, '2023-11-11': 11, '2023-11-12': 14, '2023-11-13': 17, '2023-11-14': 18, '2023-11-15': 4, '2023-11-16': 8, '2023-11-17': 12, '2023-11-18': 7, '2023-11-19': 9, '2023-11-20': 9, '2023-11-21': 10, '2023-11-22': 19, '2023-11-23': 10, '2023-11-24': 34, '2023-11-25': 22, '2023-11-26': 7, '2023-11-27': 9, '2023-11-28': 12, '2023-11-29': 13, '2023-11-30': 11, '2023-12-01': 14, '2023-12-02': 7, '2023-12-03': 16, '2023-12-04': 20, '2023-12-05': 12, '2023-12-06': 10, '2023-12-07': 4, '2023-12-08': 11, '2023-12-09': 14, '2023-12-10': 6, '2023-12-11': 15, '2023-12-12': 19, '2023-12-13': 10, '2023-12-14': 12, '2023-12-15': 4, '2023-12-16': 8, '2023-12-17': 5, '2023-12-18': 12, '2023-12-19': 11, '2023-12-20': 13, '2023-12-21': 7, '2023-12-22': 14}"
Government College Women University Faisalabad,The Government College Women University Faisalabad (GCWUF) (Urdu: گورنمنٹ کالج وؤمن یونیورسٹی فیصل آ,162,7,2688,397,1,"{'2023-10-24': 1, '2023-10-25': 9, '2023-10-26': None, '2023-10-27': 1, '2023-10-28': 5, '2023-10-29': 1, '2023-10-30': 2, '2023-10-31': 0, '2023-11-01': 6, '2023-11-02': 4, '2023-11-03': 6, '2023-11-04': 4, '2023-11-05': 2, '2023-11-06': 5, '2023-11-07': 4, '2023-11-08': 2, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': 3, '2023-11-14': 1, '2023-11-15': 3, '2023-11-16': 3, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': 0, '2023-11-20': 2, '2023-11-21': 3, '2023-11-22': 3, '2023-11-23': 1, '2023-11-24': 4, '2023-11-25': 2, '2023-11-26': 3, '2023-11-27': 0, '2023-11-28': 5, '2023-11-29': 1, '2023-11-30': 2, '2023-12-01': 4, '2023-12-02': 2, '2023-12-03': 3, '2023-12-04': 0, '2023-12-05': 4, '2023-12-06': 0, '2023-12-07': 1, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 6, '2023-12-11': 4, '2023-12-12': 4, '2023-12-13': 8, '2023-12-14': 4, '2023-12-15': 4, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 4, '2023-12-19': 10, '2023-12-20': 0, '2023-12-21': 3, '2023-12-22': 3}"
Official Gazette (Barbados),The Official Gazette is the government gazette of Barbados. It has been published within Bridgetown ,111,3,284,40,2,"{'2023-10-24': 0, '2023-10-25': 1, '2023-10-26': 2, '2023-10-27': 2, '2023-10-28': 2, '2023-10-29': 1, '2023-10-30': 0, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': 3, '2023-11-03': 4, '2023-11-04': 2, '2023-11-05': 2, '2023-11-06': 1, '2023-11-07': 2, '2023-11-08': 0, '2023-11-09': 2, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 1, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 1, '2023-11-17': 0, '2023-11-18': 1, '2023-11-19': 1, '2023-11-20': None, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': 1, '2023-11-25': 3, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': 3, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 2, '2023-12-02': 2, '2023-12-03': 1, '2023-12-04': 1, '2023-12-05': 2, '2023-12-06': 1, '2023-12-07': 1, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 1, '2023-12-11': 1, '2023-12-12': 2, '2023-12-13': 1, '2023-12-14': 3, '2023-12-15': 0, '2023-12-16': 1, '2023-12-17': 0, '2023-12-18': 1, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': 1, '2023-12-22': None}"
Lawrence Hill railway station,"Lawrence Hill railway station is on the Severn Beach Line and Cross Country Route, serving the inner",1462,9,14103,2360,4,"{'2023-10-24': 11, '2023-10-25': 3, '2023-10-26': 7, '2023-10-27': 5, '2023-10-28': 8, '2023-10-29': 3, '2023-10-30': 11, '2023-10-31': 5, '2023-11-01': 7, '2023-11-02': 5, '2023-11-03': 8, '2023-11-04': 4, '2023-11-05': 10, '2023-11-06': 10, '2023-11-07': 4, '2023-11-08': 7, '2023-11-09': 13, '2023-11-10': 3, '2023-11-11': 6, '2023-11-12': 5, '2023-11-13': 4, '2023-11-14': 10, '2023-11-15': 13, '2023-11-16': 11, '2023-11-17': 7, '2023-11-18': 7, '2023-11-19': 5, '2023-11-20': 5, '2023-11-21': 11, '2023-11-22': 6, '2023-11-23': 7, '2023-11-24': 5, '2023-11-25': 7, '2023-11-26': 5, '2023-11-27': 8, '2023-11-28': 5, '2023-11-29': 4, '2023-11-30': 6, '2023-12-01': 8, '2023-12-02': 10, '2023-12-03': 6, '2023-12-04': 9, '2023-12-05': 11, '2023-12-06': 7, '2023-12-07': 2, '2023-12-08': 8, '2023-12-09': 3, '2023-12-10': 13, '2023-12-11': 15, '2023-12-12': 8, '2023-12-13': 6, '2023-12-14': 10, '2023-12-15': 3, '2023-12-16': 3, '2023-12-17': 8, '2023-12-18': 15, '2023-12-19': 8, '2023-12-20': 14, '2023-12-21': 7, '2023-12-22': 10}"
Keystone NK,The Keystone NK or Keystone Pup was a two-seat biplane trainer built by Keystone Aircraft for the Un,117,6,1377,209,3,"{'2023-10-24': 1, '2023-10-25': 0, '2023-10-26': 2, '2023-10-27': 2, '2023-10-28': 0, '2023-10-29': 2, '2023-10-30': 0, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': 2, '2023-11-03': 0, '2023-11-04': 2, '2023-11-05': 1, '2023-11-06': 0, '2023-11-07': 4, '2023-11-08': 1, '2023-11-09': 1, '2023-11-10': 1, '2023-11-11': 3, '2023-11-12': 2, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': None, '2023-11-18': None, '2023-11-19': 2, '2023-11-20': 1, '2023-11-21': 0, '2023-11-22': 1, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': 0, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 0, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': 0, '2023-12-03': 2, '2023-12-04': 0, '2023-12-05': 1, '2023-12-06': 2, '2023-12-07': 3, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 1, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': 1, '2023-12-14': 1, '2023-12-15': 1, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 1, '2023-12-20': 1, '2023-12-21': 0, '2023-12-22': 1}"
Idahluy-e Bozorg,"Idahluy-e Bozorg (Persian: ايده لوي بزرگ, also Romanized as Īdahlūy-e Bozorg; also known as Īdahlū-y",312,0,312,49,7,"{'2023-10-24': None, '2023-10-25': 0, '2023-10-26': None, '2023-10-27': 1, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': None, '2023-11-01': 0, '2023-11-02': 1, '2023-11-03': None, '2023-11-04': None, '2023-11-05': None, '2023-11-06': 0, '2023-11-07': None, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': None, '2023-11-14': None, '2023-11-15': 0, '2023-11-16': None, '2023-11-17': None, '2023-11-18': 0, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': None, '2023-12-01': 0, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': None, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': None, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 0, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': 0, '2023-12-22': None}"
Edward Atiyah,Edward Selim Atiyah (Arabic: ادوار سليم عطية‎; 1903 – 22 October 1964) was an Anglo-Lebanese author ,542,6,4051,678,5,"{'2023-10-24': 10, '2023-10-25': 10, '2023-10-26': 15, '2023-10-27': 9, '2023-10-28': 10, '2023-10-29': 6, '2023-10-30': 9, '2023-10-31': 9, '2023-11-01': 6, '2023-11-02': 9, '2023-11-03': 17, '2023-11-04': 9, '2023-11-05': 14, '2023-11-06': 4, '2023-11-07': 22, '2023-11-08': 8, '2023-11-09': 15, '2023-11-10': 11, '2023-11-11': 9, '2023-11-12': 7, '2023-11-13': 12, '2023-11-14': 14, '2023-11-15': 10, '2023-11-16': 8, '2023-11-17': 6, '2023-11-18': 9, '2023-11-19': 17, '2023-11-20': 20, '2023-11-21': 14, '2023-11-22': 10, '2023-11-23': 9, '2023-11-24': 8, '2023-11-25': 12, '2023-11-26': 13, '2023-11-27': 6, '2023-11-28': 6, '2023-11-29': 9, '2023-11-30': 8, '2023-12-01': 6, '2023-12-02': 8, '2023-12-03': 10, '2023-12-04': 3, '2023-12-05': 10, '2023-12-06': 11, '2023-12-07': 3, '2023-12-08': 26, '2023-12-09': 8, '2023-12-10': 9, '2023-12-11': 17, '2023-12-12': 8, '2023-12-13': 11, '2023-12-14': 15, '2023-12-15': 23, '2023-12-16': 15, '2023-12-17': 16, '2023-12-18': 8, '2023-12-19': 8, '2023-12-20': 6, '2023-12-21': 16, '2023-12-22': 9}"
Belaturricula,"Belaturricula is a genus of sea snails, marine gastropod mollusks in the family Borsoniidae.",92,3,822,106,5,"{'2023-10-24': 1, '2023-10-25': 0, '2023-10-26': 0, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': None, '2023-11-02': None, '2023-11-03': None, '2023-11-04': None, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': None, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': None, '2023-11-15': 0, '2023-11-16': 2, '2023-11-17': 1, '2023-11-18': 1, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 0, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': 1, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': 1, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': None, '2023-12-03': 0, '2023-12-04': 2, '2023-12-05': 0, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': None, '2023-12-11': None, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': 0, '2023-12-15': 0, '2023-12-16': 1, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': None}"
List of non-marine molluscs of Croatia,The non-marine molluscs of Croatia are a part of the molluscan fauna of Croatia (wildlife of Croatia,179,4,4041,459,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': 0, '2023-10-31': 0, '2023-11-01': None, '2023-11-02': 0, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': 1, '2023-11-06': 2, '2023-11-07': 1, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 1, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': 0, '2023-11-14': 0, '2023-11-15': 1, '2023-11-16': None, '2023-11-17': 0, '2023-11-18': None, '2023-11-19': None, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 0, '2023-11-23': 1, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': 1, '2023-11-27': None, '2023-11-28': 0, '2023-11-29': 1, '2023-11-30': 0, '2023-12-01': 1, '2023-12-02': 1, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': None, '2023-12-07': 0, '2023-12-08': 1, '2023-12-09': 0, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 0, '2023-12-13': 0, '2023-12-14': 0, '2023-12-15': None, '2023-12-16': 1, '2023-12-17': 1, '2023-12-18': None, '2023-12-19': 0, '2023-12-20': 1, '2023-12-21': 1, '2023-12-22': None}"
Micielno,"Micielno [miˈt͡ɕɛlnɔ] is a village in the administrative district of Gmina Chodecz, within Włocławek",185,0,185,23,3,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': 0, '2023-10-29': 0, '2023-10-30': None, '2023-10-31': 1, '2023-11-01': 0, '2023-11-02': None, '2023-11-03': 0, '2023-11-04': None, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': 0, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 1, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': None, '2023-11-16': 0, '2023-11-17': None, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': 0, '2023-11-21': 0, '2023-11-22': 2, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': None, '2023-11-26': None, '2023-11-27': None, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 0, '2023-12-03': 1, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 0, '2023-12-07': None, '2023-12-08': 0, '2023-12-09': 0, '2023-12-10': None, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': 0, '2023-12-15': None, '2023-12-16': None, '2023-12-17': None, '2023-12-18': None, '2023-12-19': None, '2023-12-20': None, '2023-12-21': 0, '2023-12-22': 0}"
Kuntisuyu,"Kuntisuyu or Kunti Suyu (Quechua kunti west, suyu region, part of a territory, each of the four regi",440,2,1286,200,15,"{'2023-10-24': 4, '2023-10-25': 14, '2023-10-26': 10, '2023-10-27': 9, '2023-10-28': 10, '2023-10-29': 8, '2023-10-30': 8, '2023-10-31': 7, '2023-11-01': 5, '2023-11-02': 6, '2023-11-03': 2, '2023-11-04': 13, '2023-11-05': 10, '2023-11-06': 7, '2023-11-07': 14, '2023-11-08': 5, '2023-11-09': 13, '2023-11-10': 8, '2023-11-11': 3, '2023-11-12': 10, '2023-11-13': 3, '2023-11-14': 9, '2023-11-15': 8, '2023-11-16': 9, '2023-11-17': 12, '2023-11-18': 6, '2023-11-19': 6, '2023-11-20': 8, '2023-11-21': 11, '2023-11-22': 10, '2023-11-23': 5, '2023-11-24': 4, '2023-11-25': 6, '2023-11-26': 9, '2023-11-27': 7, '2023-11-28': 9, '2023-11-29': 9, '2023-11-30': 7, '2023-12-01': 4, '2023-12-02': 11, '2023-12-03': 11, '2023-12-04': 4, '2023-12-05': 3, '2023-12-06': 0, '2023-12-07': 7, '2023-12-08': 15, '2023-12-09': 13, '2023-12-10': 5, '2023-12-11': 9, '2023-12-12': 16, '2023-12-13': 12, '2023-12-14': 11, '2023-12-15': 5, '2023-12-16': 5, '2023-12-17': 9, '2023-12-18': 3, '2023-12-19': 7, '2023-12-20': 10, '2023-12-21': 5, '2023-12-22': 9}"
Roswinkel,"Roswinkel is a village in the Netherlands. It is part of the Emmen municipality in Drenthe, and is l",140,1,484,85,8,"{'2023-10-24': 1, '2023-10-25': 3, '2023-10-26': 3, '2023-10-27': 2, '2023-10-28': 3, '2023-10-29': 1, '2023-10-30': 7, '2023-10-31': 2, '2023-11-01': 2, '2023-11-02': 1, '2023-11-03': 4, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 3, '2023-11-07': 0, '2023-11-08': 2, '2023-11-09': 1, '2023-11-10': 3, '2023-11-11': 2, '2023-11-12': 2, '2023-11-13': 2, '2023-11-14': 2, '2023-11-15': 1, '2023-11-16': 5, '2023-11-17': 0, '2023-11-18': 4, '2023-11-19': 1, '2023-11-20': 1, '2023-11-21': 1, '2023-11-22': 0, '2023-11-23': 4, '2023-11-24': 3, '2023-11-25': 2, '2023-11-26': 1, '2023-11-27': 1, '2023-11-28': 2, '2023-11-29': 0, '2023-11-30': 2, '2023-12-01': 3, '2023-12-02': 4, '2023-12-03': None, '2023-12-04': 2, '2023-12-05': 3, '2023-12-06': 2, '2023-12-07': 2, '2023-12-08': 0, '2023-12-09': 1, '2023-12-10': 0, '2023-12-11': 1, '2023-12-12': 1, '2023-12-13': 1, '2023-12-14': 4, '2023-12-15': 2, '2023-12-16': 3, '2023-12-17': 1, '2023-12-18': 3, '2023-12-19': 1, '2023-12-20': 2, '2023-12-21': 0, '2023-12-22': 2}"
Paul Salopek,"Paul Salopek (born February 9, 1962 in Barstow, California) is a journalist and writer from the Unit",681,6,4834,750,6,"{'2023-10-24': 24, '2023-10-25': 28, '2023-10-26': 23, '2023-10-27': 21, '2023-10-28': 20, '2023-10-29': 26, '2023-10-30': 34, '2023-10-31': 22, '2023-11-01': 26, '2023-11-02': 29, '2023-11-03': 29, '2023-11-04': 33, '2023-11-05': 26, '2023-11-06': 31, '2023-11-07': 37, '2023-11-08': 20, '2023-11-09': 24, '2023-11-10': 16, '2023-11-11': 18, '2023-11-12': 14, '2023-11-13': 22, '2023-11-14': 20, '2023-11-15': 26, '2023-11-16': 28, '2023-11-17': 19, '2023-11-18': 34, '2023-11-19': 22, '2023-11-20': 33, '2023-11-21': 23, '2023-11-22': 35, '2023-11-23': 23, '2023-11-24': 24, '2023-11-25': 38, '2023-11-26': 27, '2023-11-27': 31, '2023-11-28': 31, '2023-11-29': 18, '2023-11-30': 16, '2023-12-01': 25, '2023-12-02': 22, '2023-12-03': 32, '2023-12-04': 25, '2023-12-05': 28, '2023-12-06': 42, '2023-12-07': 27, '2023-12-08': 29, '2023-12-09': 26, '2023-12-10': 13, '2023-12-11': 14, '2023-12-12': 18, '2023-12-13': 23, '2023-12-14': 15, '2023-12-15': 19, '2023-12-16': 15, '2023-12-17': 38, '2023-12-18': 17, '2023-12-19': 24, '2023-12-20': 27, '2023-12-21': 24, '2023-12-22': 13}"
Mount Hazlett,"Mount Hazlett is a mountain, 2,080 metres (6,820 ft) high, at the south side of the mouth of Montecc",465,1,621,97,8,"{'2023-10-24': 0, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': 0, '2023-10-28': None, '2023-10-29': None, '2023-10-30': 1, '2023-10-31': None, '2023-11-01': None, '2023-11-02': 0, '2023-11-03': None, '2023-11-04': 0, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 0, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': 0, '2023-11-11': 0, '2023-11-12': 0, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 0, '2023-11-17': None, '2023-11-18': None, '2023-11-19': 0, '2023-11-20': 1, '2023-11-21': None, '2023-11-22': 0, '2023-11-23': 0, '2023-11-24': None, '2023-11-25': 1, '2023-11-26': None, '2023-11-27': 0, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': 0, '2023-12-02': 1, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': 0, '2023-12-06': None, '2023-12-07': 0, '2023-12-08': 0, '2023-12-09': None, '2023-12-10': 0, '2023-12-11': 0, '2023-12-12': 0, '2023-12-13': None, '2023-12-14': 1, '2023-12-15': 0, '2023-12-16': None, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': None, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': None}"
Junctional ectopic tachycardia,Junctional ectopic tachycardia (JET) is a rare syndrome of the heart that manifests in patients reco,411,6,6452,997,5,"{'2023-10-24': 16, '2023-10-25': 23, '2023-10-26': 17, '2023-10-27': 8, '2023-10-28': 12, '2023-10-29': 14, '2023-10-30': 21, '2023-10-31': 21, '2023-11-01': 22, '2023-11-02': 24, '2023-11-03': 18, '2023-11-04': 17, '2023-11-05': 15, '2023-11-06': 11, '2023-11-07': 19, '2023-11-08': 23, '2023-11-09': 32, '2023-11-10': 23, '2023-11-11': 28, '2023-11-12': 19, '2023-11-13': 27, '2023-11-14': 16, '2023-11-15': 15, '2023-11-16': 18, '2023-11-17': 28, '2023-11-18': 9, '2023-11-19': 11, '2023-11-20': 12, '2023-11-21': 25, '2023-11-22': 20, '2023-11-23': 22, '2023-11-24': 15, '2023-11-25': 18, '2023-11-26': 17, '2023-11-27': 25, '2023-11-28': 14, '2023-11-29': 32, '2023-11-30': 18, '2023-12-01': 14, '2023-12-02': 18, '2023-12-03': 19, '2023-12-04': 29, '2023-12-05': 28, '2023-12-06': 22, '2023-12-07': 36, '2023-12-08': 15, '2023-12-09': 19, '2023-12-10': 27, '2023-12-11': 21, '2023-12-12': 24, '2023-12-13': 32, '2023-12-14': 24, '2023-12-15': 6, '2023-12-16': 10, '2023-12-17': 10, '2023-12-18': 21, '2023-12-19': 25, '2023-12-20': 12, '2023-12-21': 17, '2023-12-22': 13}"
Sobremonte,"Sobremonte is the last name of Rafael de Sobremonte, 3rd Marquis of Sobremonte, viceroy of the Vicer",279,0,279,42,1,"{'2023-10-24': None, '2023-10-25': None, '2023-10-26': 0, '2023-10-27': None, '2023-10-28': 0, '2023-10-29': None, '2023-10-30': 0, '2023-10-31': None, '2023-11-01': None, '2023-11-02': 1, '2023-11-03': None, '2023-11-04': 1, '2023-11-05': 0, '2023-11-06': 0, '2023-11-07': 1, '2023-11-08': None, '2023-11-09': 0, '2023-11-10': 1, '2023-11-11': None, '2023-11-12': None, '2023-11-13': None, '2023-11-14': 0, '2023-11-15': 0, '2023-11-16': 2, '2023-11-17': 0, '2023-11-18': 0, '2023-11-19': None, '2023-11-20': None, '2023-11-21': 0, '2023-11-22': None, '2023-11-23': 0, '2023-11-24': 0, '2023-11-25': 0, '2023-11-26': 0, '2023-11-27': None, '2023-11-28': None, '2023-11-29': 0, '2023-11-30': 0, '2023-12-01': None, '2023-12-02': None, '2023-12-03': None, '2023-12-04': 0, '2023-12-05': None, '2023-12-06': 1, '2023-12-07': 0, '2023-12-08': 2, '2023-12-09': None, '2023-12-10': None, '2023-12-11': None, '2023-12-12': None, '2023-12-13': None, '2023-12-14': None, '2023-12-15': 1, '2023-12-16': None, '2023-12-17': 0, '2023-12-18': 0, '2023-12-19': 0, '2023-12-20': 0, '2023-12-21': None, '2023-12-22': 0}"
